"D_Ctrl1.8m.mm10.nodup.q30"	"D_Ctrl2.8m.mm10.nodup.q30"	"D_Ctrl3.8m.mm10.nodup.q30"	"D_Ctrl4.8m.mm10.nodup.q30"	"D_Ctrl5.8m.mm10.nodup.q30"	"D_Ctrl6.8m.mm10.nodup.q30"	"D_Ctrl7.8m.mm10.nodup.q30"	"D_Ctrl8.8m.mm10.nodup.q30"	"D_Ctrl9.8m.mm10.nodup.q30"	"D_Ctrl10.8m.mm10.nodup.q30"	"D_Ctrl11.8m.mm10.nodup.q30"	"D_Ctrl12.8m.mm10.nodup.q30"	"D_Ctrl13.8m.mm10.nodup.q30"	"D_Ctrl14.8m.mm10.nodup.q30"	"D_Ctrl15.8m.mm10.nodup.q30"	"D_tDEN1.8m.mm10.nodup.q30"	"D_tDEN2.8m.mm10.nodup.q30"	"D_tDEN3.8m.mm10.nodup.q30"	"D_tDEN4.8m.mm10.nodup.q30"	"D_tDEN5.8m.mm10.nodup.q30"	"D_tDEN6.8m.mm10.nodup.q30"	"D_tDEN7.8m.mm10.nodup.q30"	"D_tDEN8.8m.mm10.nodup.q30"	"D_tDEN9.8m.mm10.nodup.q30"	"one_wayAnova.pvalue"	"one_wayAnova.p_adj"	"avg_lg2FC"	"med_lg2FC"	"Significant.pvalue.avg_lg2FC"	"Significant.padj.avg_lg2FC"	"Significant.pvalue.med_lg2FC"	"Significant.padj.med_lg2FC"
"14:44830001-44840000"	0	0	0	27.5929912104295	31.991116939311	0	10.6158382219858	0	12.5969545602655	5.17785500452631	4.38214367018701	4.681149362603	16.8609960326843	21.6706997042744	0	0	4.0999065221313	19.7168838563577	31.5264336682369	2.93305686339339	48.1451514009248	5.60905700042916	105.797769180566	97.9959894398928	0.0277537309101752	0.0277537309102126	1.95705228884675	2.07449685649019	"upsig"	"upsig"	"upsig"	"upsig"
"14:46970001-46980000"	0	79.447020858676	0	16.272789688202	14.5414167905959	18.0094163313854	34.678404858487	44.092216224701	2.79932323561456	27.615226690807	23.3714329076641	0	4.59845346345935	20.9483430474653	0	124.900107793254	1.3666355073771	5.63339538753078	27.8605692882094	20.5313980437537	16.992406376797	43.470191753326	85.96068745921	109.13189733079	0.0458326378465657	0.0458326378466111	1.3428875920098	0.775763140198973	"upsig"	"upsig"	"nosig"	"nosig"
"14:47270001-47280000"	0	2.78761476697109	0	1.41502519027844	7.27070839529795	0	2.83089019252955	4.4092216224701	0	1.72595166817544	2.92142911345801	0	0	2.88942662723659	0	1.48690604515778	1.3666355073771	0	17.5961490241322	3.66632107924174	7.55218061190977	22.4362280017167	9.55118749546778	0	0.0235874906283768	0.0235874906284167	2.01492108000719	1.37350539974744	"upsig"	"upsig"	"upsig"	"upsig"
"14:47520001-47530000"	0	0	0	14.8577644979236	5.81656671623836	1.44075330651083	19.8162313477069	0	1.39966161780728	33.656057529421	2.92142911345801	0	38.3204455288279	15.8918464498012	7.3260572398039	50.5548055353646	0.683317753688549	0	40.324508180303	11.7322274535736	39.6489482125263	6.31018912548281	63.9194855465921	179.659313973137	0.0312840069873921	0.0312840069874398	2.21062129808514	3.76253640656327	"upsig"	"upsig"	"upsig"	"upsig"
"14:47670001-47680000"	0	0	0	12.7352267125059	27.6286919021322	20.1705462911516	15.5698960589125	2.93948108164673	1.39966161780728	8.62975834087718	0	4.681149362603	30.6563564230623	7.22356656809147	0	147.947151493199	32.7992521770504	14.0834884688269	29.3269150402204	14.665284316967	16.992406376797	2.80452850021458	33.7965095993475	29.6957543757251	0.0290011909488296	0.0290011909488708	2.02798898556478	2.64729061562703	"upsig"	"upsig"	"upsig"	"upsig"
"14:47920001-47930000"	4.19841190871141	0	0	33.9606045666825	10.1789917534171	8.64451983906497	5.6617803850591	41.8876054134659	2.79932323561456	3.45190333635087	0	68.6568573181773	3.06563564230623	85.2380855034793	65.2019094342548	80.2929264385203	2.7332710147542	15.4918373157096	60.1201758324518	77.7260068799248	45.3130836714586	129.709443134924	3.67353365210299	322.198934976617	0.0380972235902059	0.0380972235902566	1.88385094241317	3.40852153397841	"upsig"	"upsig"	"upsig"	"upsig"
"14:47930001-47940000"	0	0	0	4.24507557083531	1.45414167905959	0	17.6930637033097	2.93948108164673	2.79932323561456	0	0	3.12076624173533	7.66408910576558	2.88942662723659	1.46521144796078	6.69107720321002	2.7332710147542	4.22504654064808	10.2644202640771	36.6632107924174	10.3842483413759	2.80452850021458	2.93882692168239	27.4685727975457	0.0210621507837896	0.0210621507838378	1.97152966192403	2.19112961224284	"upsig"	"upsig"	"upsig"	"upsig"
"14:47940001-47950000"	0	0	4.24943262992003	22.640403044455	23.2662668649534	0	27.6011793771631	0	8.39796970684367	20.7114200181052	0	7.80191560433833	16.0945871221077	26.0048396451293	0	40.889916241839	2.7332710147542	38.0254188658327	33.7259522962535	29.3305686339339	19.8244741062631	28.7464171271995	0	3.71196929696564	0.0492343045892564	0.0492343045892978	1.0664420195271	1.88148185630404	"upsig"	"upsig"	"upsig"	"upsig"
"14:48540001-48550000"	2.79894127247427	0	0	19.1028400687589	35.6264711369599	1.44075330651083	75.0185901020331	33.8040324389374	1.39966161780728	18.9854683499298	16.067860124019	23.405746813015	41.3860811711341	83.793372189861	1.46521144796078	292.177037873504	21.8661681180336	30.2795002079779	41.0576810563086	16.1318127486636	7.55218061190977	16.1260388762338	181.472562413888	100.965564877465	0.0492891860545256	0.0492891860545671	1.73500661598502	0.673445803419708	"upsig"	"upsig"	"nosig"	"nosig"
"14:49010001-49020000"	0.699735318118568	0	0	1.41502519027844	7.27070839529795	0	9.90811567385343	0	0	15.5335650135789	16.067860124019	3.12076624173533	0	1.44471331361829	0	77.3191143482047	26.6493923938534	0	7.3317287600551	0	20.7684966827519	5.60905700042916	27.1841490255621	10.3935140315038	0.0223366067336208	0.0223366067336568	2.39689267276397	3.89273038810611	"upsig"	"upsig"	"upsig"	"upsig"
"14:50020001-50030000"	0	0	0	0	5.81656671623836	15.1279097183637	0	0	0	2.58892750226315	16.067860124019	21.8453636921473	18.3938138538374	20.2259863906561	0	63.1935069192058	40.3157474676244	0	4.39903725603306	14.665284316967	14.1603386473308	8.41358550064374	19.1023749909356	19.3022403442213	0.0278684925966143	0.0278684925966521	1.61219730053834	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"14:50070001-50080000"	0	0	0	1.41502519027844	2.90828335811918	0	2.83089019252955	1.46974054082337	0	3.45190333635087	7.30357278364502	1.56038312086767	15.3281782115312	5.77885325447318	0	6.69107720321002	53.9821025413954	0	2.93269150402204	13.1987558852703	0	0	61.7153653553303	14.8478771878625	0.0321801243523895	0.0321801243524398	2.60389292491037	2.18667699766913	"upsig"	"upsig"	"upsig"	"upsig"
"14:50470001-50480000"	0	0	0	28.3005038055687	34.8994002974301	0	10.6158382219858	2.93948108164673	3.4991540445182	12.0816616772281	18.2589319591126	0	12.2625425692249	7.22356656809147	0	4.46071813547335	90.1979434868885	0	23.4615320321763	12.4654916694219	12.2722934943534	33.654342002575	62.4500720857509	33.4077236726907	0.0168457981164242	0.0168457981164557	1.8031228760824	2.74521914069631	"upsig"	"upsig"	"upsig"	"upsig"
"14:50580001-50590000"	1.39947063623714	0	0	5.66010076111375	0.727070839529795	0	16.9853411551773	4.4092216224701	0	18.9854683499298	0	0	8.43049801634214	7.22356656809147	25.6412003393137	9.66488929352559	0	2.81669769376539	14.6634575201102	16.865076964512	3.77609030595488	36.4588705027896	28.6535624864033	18.5598464848282	0.0495449047553345	0.0495449047553764	1.2922270053042	3.38927219731373	"upsig"	"upsig"	"upsig"	"upsig"
"14:51090001-51100000"	6.99735318118568	61.3275248733639	0	49.5258816597453	55.9844546437942	74.9191719385631	30.4320695696927	1.46974054082337	0	135.487205951772	1.460714556729	2.3405746813015	24.5250851384499	65.0120991128232	32.9672575791176	220.805547705931	0	0	177.427835993333	53.5282877569294	41.5369933655037	51.8837772539698	111.675423023931	103.935140315038	0.0496337561572386	0.0496337561572806	1.22498171714955	0.814709055585921	"upsig"	"upsig"	"nosig"	"nosig"
"14:52060001-52070000"	8.39682381742282	8.36284430091326	0	11.3202015222275	60.3468796809729	0	2.83089019252955	4.4092216224701	24.4940783116274	44.8747433725613	2.92142911345801	0	0	8.66827988170976	0	7.43453022578891	86.7813547184458	56.3339538753077	52.7884470723967	14.665284316967	51.9212417068797	44.1713238783797	1.4694134608412	47.5132070011601	0.00534717463873859	0.00534717463874113	1.77655535370703	3.42973268904336	"upsig"	"upsig"	"upsig"	"upsig"
"14:52070001-52080000"	13.9947063623714	13.9380738348554	0	12.7352267125059	21.085054346364	15.8482863716191	16.9853411551773	0	0	41.4228400362105	46.7428658153281	5.46134092303683	13.0289514798015	10.1129931953281	0	35.6857450837868	17.0829438422137	24.6461048204471	37.391816676281	79.9257995274699	26.4326321416842	32.2520777524677	1.4694134608412	45.2860254229808	0.0143773955857026	0.0143773955857374	1.2430848027409	1.30767111924058	"upsig"	"upsig"	"upsig"	"upsig"
"14:52180001-52190000"	0	0	0	2.83005038055687	8.72485007435754	0	1.41544509626477	0	1.39966161780728	15.5335650135789	13.146431010561	6.24153248347067	8.43049801634214	20.2259863906561	0	48.3244464676279	1.3666355073771	5.63339538753078	35.1922980482645	17.5983411803603	22.6565418357293	0	8.81648076504718	50.4827824387326	0.00778251627943584	0.00778251627944981	2.02291914616163	3.63611175212916	"upsig"	"upsig"	"upsig"	"upsig"
"14:53860001-53870000"	20.9920595435571	0	0	28.3005038055687	10.1789917534171	0	37.5092950510165	63.9337135258164	8.39796970684367	56.0934292157017	20.4500037942061	27.3067046151842	39.853263349981	29.616622929175	161.905864999666	335.29731318308	34.849205438116	17.6043605860337	67.4519045925069	115.855746104039	89.6821447664285	410.162293156383	152.818999927484	116.555835924721	0.00493413588224926	0.00493413588225	2.14646161318666	2.08500247474064	"upsig"	"upsig"	"upsig"	"upsig"
"14:54730001-54740000"	6.29761786306712	2.78761476697109	0	1.41502519027844	42.8971795322579	0	181.176972321891	9.55331351535188	1.39966161780728	6.90380667270174	4.38214367018701	0	39.853263349981	10.1129931953281	0	660.186284050056	213.878456904516	33.8003723251846	33.7259522962535	57.9278730520195	99.1223705313157	0	64.6541922770127	145.509196441053	0.0306890422923277	0.0306890422923737	2.82994100919974	3.88303523012613	"upsig"	"upsig"	"upsig"	"upsig"
"14:54740001-54750000"	41.9841190871141	140.77454573204	0	12.7352267125059	144.687097066429	0	106.866104767991	52.1757891992295	1.39966161780728	45.7377192066491	15.3375028456545	18.724597450412	55.1814415615122	28.8942662723659	0	387.339024763602	24.5994391327878	12.6751396219442	48.3894098163637	86.525177470105	134.051205861398	1.40226425010729	479.763494964651	160.357073628915	0.0365780346084591	0.0365780346085061	1.7435788905719	1.5823367602294	"upsig"	"upsig"	"upsig"	"upsig"
"14:55100001-55110000"	34.9867659059284	1.39380738348554	0	1.41502519027844	34.8994002974301	0	14.1544509626477	42.6224756838776	1.39966161780728	41.4228400362105	8.76428734037403	28.086896175618	1.53281782115312	25.2824829883201	10.2564801357255	176.941819373776	0	72.5299656144587	76.9831519805786	11.7322274535736	30.2087224476391	14.0226425010729	93.307754763416	17.8174526254351	0.0207879669755913	0.0207879669756382	1.7402108629431	1.55842946715598	"upsig"	"upsig"	"upsig"	"upsig"
"14:55160001-55170000"	0	0	0	1.41502519027844	6.54363755576815	4.32225991953249	26.8934568290307	5.87896216329346	2.09949242671092	15.5335650135789	23.3714329076641	10.9226818460737	37.5540366182513	0	0	23.7904967225245	46.4656072508213	26.0544536673298	26.3942235361984	36.6632107924174	3.77609030595488	19.6316995015021	0	11.87830175029	0.0305551507005959	0.0305551507006413	1.26990147869757	2.46052765762308	"upsig"	"upsig"	"upsig"	"upsig"
"14:55360001-55370000"	0	0	1.41647754330668	21.2253778541766	10.1789917534171	77.0803018983294	21.939398992104	8.8184432449402	2.79932323561456	17.2595166817544	14.60714556729	14.043448087809	1.53281782115312	34.6731195268391	14.6521144796078	5.94762418063113	0	1.40834884688269	46.1898911883471	47.6621740301426	22.6565418357293	99.5607617576176	128.573677823605	39.3468745478357	0.0479162529892414	0.0479162529892877	1.44101473595433	1.48635183820385	"upsig"	"upsig"	"upsig"	"upsig"
"14:55370001-55380000"	4.19841190871141	0	11.3318203464534	0	60.3468796809729	112.378757907845	70.7722548132387	8.8184432449402	32.1922172095674	47.4636708748245	43.0910794235056	17.9444058899782	53.6486237403591	10.8353498521372	0	15.6125134741567	2.7332710147542	14.7876628922683	80.6490163606061	82.8588563908633	52.8652642833684	293.073228272424	202.779057596085	193.022403442213	0.01697297283178	0.0169729728318118	1.72523279296988	2.16812277892847	"upsig"	"upsig"	"upsig"	"upsig"
"14:56030001-56040000"	0	23.6947255192542	0	24.0554282347334	66.1634463972113	97.9712248427364	24.0625666365012	60.9942324441697	0	73.352945897456	24.1017901860286	0	32.1891742442154	17.3365597634195	0	114.491765477149	100.447709792217	8.45009308129616	113.641795780854	143.719786306276	12.2722934943534	8.41358550064374	76.4094999637422	78.6937490956715	0.016849144181048	0.0168491441810795	1.3015426028702	1.7098865597474	"upsig"	"upsig"	"upsig"	"upsig"
"14:56250001-56260000"	16.7936476348456	0	0	7.07512595139219	28.355762741662	0	11.3235607701182	4.4092216224701	1.39966161780728	50.0525983770876	4.38214367018701	0	16.8609960326843	35.3954761836482	0	75.088755280468	49.1988782655755	0	20.5288405281543	5.86611372678678	16.992406376797	7.01132125053645	57.3071249728067	69.0426289235608	0.0252166592648433	0.0252166592648887	1.5109315190678	2.21905624747883	"upsig"	"upsig"	"upsig"	"upsig"
"14:56950001-56960000"	0	0	0	0	17.4497001487151	4.32225991953249	35.3861274066194	6.61383243370515	2.79932323561456	18.9854683499298	62.8107259393472	0	26.8243118701795	0	85.7148697057057	127.873919883569	159.896354363121	18.308535009475	27.1273964122039	20.5313980437537	1.88804515297744	2.80452850021458	150.614879736223	22.2718157817938	0.0393294546704889	0.0393294546705312	1.76300457823953	2.3653614467693	"upsig"	"upsig"	"upsig"	"upsig"
"14:57140001-57150000"	0	0	0	10.6126889270883	22.5391960254236	40.3410925823032	22.6471215402364	6.61383243370515	1.39966161780728	12.0816616772281	0	0	16.8609960326843	10.1129931953281	2.93042289592156	0	65.5985043541007	5.63339538753078	43.9903725603306	33.730153929024	44.3690610949699	105.169818758047	0	2.96957543757251	0.0261116611558904	0.0261116611559391	1.78158857559195	2.35048050280475	"upsig"	"upsig"	"upsig"	"upsig"
"14:57230001-57240000"	25.1904714522685	22.3009181357687	0	48.8183690646061	7.99777923482774	33.1373260497491	12.0312833182506	7.34870270411683	0	1.72595166817544	18.9892892374771	0	6.13127128461246	52.7320359470677	0	153.894775673831	1.3666355073771	11.2667907750616	85.7812264926447	26.3975117705405	9.44022576488721	53.286041504077	232.90203354333	24.4989973599732	0.0238196067111974	0.0238196067112382	2.07787153094261	1.72273058390475	"upsig"	"upsig"	"upsig"	"upsig"
"14:57240001-57250000"	32.8875599515727	0	0	38.2056801375178	18.1767709882449	0	11.3235607701182	0	2.79932323561456	18.1224925158421	70.1142987229922	0	26.057902959603	48.3978960062128	86.4474754296861	435.66347123123	194.745559801237	18.308535009475	74.0504604765565	49.8619666776876	43.4250385184812	135.318500135354	405.55811519217	31.9229359539045	0.00501291875020643	0.0050129187502076	2.71503109078477	2.03072731363503	"upsig"	"upsig"	"upsig"	"upsig"
"14:57250001-57260000"	2.09920595435571	85.0222503926181	0	16.272789688202	47.2596045694366	0	25.4780117327659	0	8.39796970684367	10.3557100090526	77.4178715066372	0	14.5617693009546	227.542346894881	37.3628919229999	738.248851420839	44.4156539897557	35.2087211720673	117.307660160882	117.322274535736	40.592970789015	78.5267980060083	2.20412019126179	373.424111274743	0.0462808820656377	0.0462808820656808	2.22453297269802	2.43099941304793	"upsig"	"upsig"	"upsig"	"upsig"
"14:57310001-57320000"	13.2949710442528	0	0	18.3953274736197	47.9866754089664	14.4075330651083	24.0625666365012	8.8184432449402	0	10.3557100090526	8.03393006200952	16.3840227691105	9.19690692691869	20.2259863906561	5.86084579184312	125.643560815833	68.3317753688549	3.52087211720673	52.7884470723967	24.9309833388438	1.88804515297744	63.8030233798817	126.369557632343	0	0.0077978032570094	0.00779780325702339	1.98287789016919	2.34979575438315	"upsig"	"upsig"	"upsig"	"upsig"
"14:58820001-58830000"	5.59788254494855	0	5.6659101732267	0	20.3579835068342	0	11.3235607701182	26.4553297348206	1.39966161780728	8.62975834087718	13.146431010561	9.362298725206	10.7297247480718	7.22356656809147	4.39563434388234	5.94762418063113	58.7653268172152	5.63339538753078	68.9182503445179	7.33264215848348	20.7684966827519	16.8271710012875	10.2858942258884	7.42393859393127	0.0447796365408363	0.0447796365408827	1.43694206210362	0.509883987800462	"upsig"	"upsig"	"nosig"	"nosig"
"14:59480001-59490000"	0	0	0	0	23.2662668649534	10.0852731455758	5.6617803850591	1.46974054082337	1.39966161780728	54.3674775475262	40.9000075884121	3.12076624173533	64.3783484884309	25.2824829883201	2.19781717194117	26.0208557902612	22.5494858717221	9.85844192817886	32.2596065442424	2.19979264754504	30.2087224476391	60.2973627546135	88.8995143808924	96.5112017211065	0.0327188967091515	0.0327188967092035	1.40489310689065	3.27499296995831	"upsig"	"upsig"	"upsig"	"upsig"
"14:59780001-59790000"	0	70.3872728660199	0	65.7986713479473	55.2573838042644	0	82.8035381314893	0	61.5851111835203	40.5598642021228	51.1250094855152	0	30.6563564230623	42.6190427517397	0	1.48690604515778	193.378924293859	26.0544536673298	77.7163248565841	88.72497011765	111.394664025669	9.11471762569739	533.397086285354	107.647109612003	0.038594911581789	0.038594911581841	1.93495371624665	1.12928736130663	"upsig"	"upsig"	"upsig"	"upsig"
"14:59790001-59800000"	0	6.27213322568494	2.83295508661335	53.7709572305806	82.8860757063966	26.6539361704503	15.5698960589125	2.93948108164673	9.09780051574731	35.3820091975964	24.8321474643931	0	1.53281782115312	0.722356656809147	1.46521144796078	2.97381209031557	252.827568864763	21.8294071266818	74.0504604765565	18.3316053962087	46.2571062479473	23.1373601267703	177.064322031364	15.5902710472557	0.0353599565632572	0.0353599565633014	1.9967243017349	1.88319615952258	"upsig"	"upsig"	"upsig"	"upsig"
"14:59910001-59920000"	0	36.9358956623669	0	2.83005038055687	17.4497001487151	29.535442783472	18.4007862514421	17.6368864898804	1.39966161780728	17.2595166817544	29.2142911345801	0	6.13127128461246	75.1250923081513	0	82.5232855062569	0	39.4337677127154	55.7211385764188	13.1987558852703	33.984812753594	51.1826451289161	27.9188557559827	110.616685049576	0.0147478547519199	0.0147478547519436	1.45565831281074	1.19203949452515	"upsig"	"upsig"	"upsig"	"upsig"
"14:60500001-60510000"	16.7936476348456	0	0	2.83005038055687	1.45414167905959	0	18.4007862514421	17.6368864898804	2.79932323561456	12.0816616772281	21.9107183509351	0	0	1.44471331361829	0	34.198839038629	0	8.45009308129616	1.46634575201102	8.79917059018017	10.3842483413759	25.2407565019312	29.3882692168239	20.0446342036144	0.0442042780915267	0.044204278091572	1.27001081048471	2.83615704618684	"upsig"	"upsig"	"upsig"	"upsig"
"14:60520001-60530000"	0	1.39380738348554	0	9.90517633194906	13.0872751115363	2.88150661302166	14.1544509626477	28.6599405460556	0	25.8892750226315	19.7196465158416	3.12076624173533	35.2548098865217	23.1154130178927	0	54.2720706482591	13.666355073771	21.8294071266818	44.7235454363361	49.8619666776876	22.6565418357293	71.5154767554718	0	2.96957543757251	0.0166583681455065	0.0166583681455369	1.40484198044231	1.19367310997344	"upsig"	"upsig"	"upsig"	"upsig"
"14:61260001-61270000"	0	114.989109137557	2.83295508661335	28.3005038055687	74.8882964715688	0	40.3401852435461	25.7204594644089	0	63.8602117224911	94.9464461873853	0	16.0945871221077	62.1226724855866	0	5.94762418063113	250.777615603698	16.196011739151	30.0600879162259	27.1307759863889	96.2903028018496	8.41358550064374	375.435139244926	515.963732278223	0.0342057646345662	0.0342057646346073	2.07637871095029	0.224932813815496	"upsig"	"upsig"	"nosig"	"nosig"
"14:61970001-61980000"	0	0	0	1.41502519027844	88.7026424226349	14.4075330651083	123.143723375035	33.8040324389374	62.9847728013276	24.1633233544561	17.5285746807481	144.335438680259	16.0945871221077	17.3365597634195	12.4542973076666	124.900107793254	113.430747112299	15.4918373157096	104.110548392782	93.1245554127401	146.323499355752	31.550945627414	74.940086502901	435.785195463766	0.0180581625420871	0.018058162542123	1.77144808266625	2.58622670249077	"upsig"	"upsig"	"upsig"	"upsig"
"14:63160001-63170000"	0	0	0	15.5652770930628	14.5414167905959	0	16.2776186070449	11.7579243265869	1.39966161780728	31.0671300271578	14.60714556729	1.56038312086767	0	5.77885325447318	0	37.1726511289446	49.1988782655755	0	40.324508180303	16.865076964512	17.9364289532857	2.80452850021458	27.9188557559827	4.45436315635876	0.0163867171173031	0.0163867171173326	1.54214590458635	3.5229204834019	"upsig"	"upsig"	"upsig"	"upsig"
"14:63310001-63320000"	0	0	0	9.90517633194906	106.87941341088	2.16112995976624	254.072394779527	475.461064956359	6.99830808903639	69.9010425611052	31.4053629696736	244.19995841579	0	111.242925148609	0	89.9578157320459	1216.30560156562	9.85844192817886	135.636982061019	47.6621740301426	60.4174448952782	1009.63026007725	1048.42650431019	0	0.0355820105811121	0.0355820105811564	2.2000991564106	3.18299406811383	"upsig"	"upsig"	"upsig"	"upsig"
"14:63900001-63910000"	0	0	0	4.24507557083531	2.90828335811918	0	10.6158382219858	1.46974054082337	0	25.0262991885438	8.76428734037403	0	6.13127128461246	15.1694897929921	0	38.6595571741024	20.4995326106565	2.81669769376539	48.3894098163637	21.2646622596021	9.44022576488721	60.9984948796671	0	12.6206956096832	0.00410257110696012	0.00410257110695977	2.26719367087608	3.80195761873323	"upsig"	"upsig"	"upsig"	"upsig"
"14:64150001-64160000"	49.6812075864184	0	0	12.0277141173667	69.0717297553305	115.260264520866	15.5698960589125	23.5158486531739	16.0961086047837	379.709366998596	17.5285746807481	254.34244870143	345.650418670028	183.478590829523	49.8171892306665	1045.29494974592	45.0989717434442	495.738794102708	180.360527497355	221.445793186201	336.072037229985	17.5283031263411	90.3689278417336	258.353063068808	0.0427376138629224	0.0427376138629649	1.54953168919471	2.15618144429444	"upsig"	"upsig"	"upsig"	"upsig"
"14:64530001-64540000"	48.2817369501812	4.18142215045663	0	4.95258816597453	29.0828335811918	1.44075330651083	7.07722548132387	13.962535137822	0	15.5335650135789	40.9000075884121	1.56038312086767	3.06563564230623	30.3389795859842	0	72.1149431901525	38.2657942065588	5.63339538753078	19.0624947761433	46.9289098142942	24.5445869887068	49.0792487537552	27.9188557559827	18.5598464848282	0.0128467735707758	0.0128467735708039	1.32930862862599	2.49498525112135	"upsig"	"upsig"	"upsig"	"upsig"
"14:64710001-64720000"	0	0	2.83295508661335	56.6010076111375	65.4363755576815	0	131.636393952624	29.3948108164673	13.2967853691691	63.8602117224911	42.3607221451411	0	52.1158059192059	10.1129931953281	1.46521144796078	115.978671522307	13.666355073771	9.85844192817886	104.110548392782	119.522067183281	82.1299641545187	26.6430207520385	197.636110483141	47.5132070011601	0.0253742279312099	0.0253742279312559	1.34911986914082	2.6268311664863	"upsig"	"upsig"	"upsig"	"upsig"
"14:64770001-64780000"	2.79894127247427	0	0	4.95258816597453	4.36242503717877	5.76301322604332	34.678404858487	0	9.79763132465095	30.2041541930701	92.7553743522918	0	55.9478504720887	40.4519727813122	0	16.3559664967356	185.862429003285	40.1379421361568	46.9230640643526	2.93305686339339	64.193535201233	31.550945627414	74.940086502901	40.831662266622	0.0333539860166615	0.0333539860167152	1.57538965073744	3.04343373790159	"upsig"	"upsig"	"upsig"	"upsig"
"14:64780001-64790000"	8.39682381742282	22.3009181357687	0	9.90517633194906	11.6331334324767	0	22.6471215402364	1.46974054082337	0	15.5335650135789	45.2821512585991	0	33.7219920653685	58.5108892015409	0	227.496624909141	200.895419584433	5.63339538753078	13.1971117680992	20.5313980437537	41.5369933655037	15.4249067511802	45.5518172860771	12.6206956096832	0.0404069257760312	0.0404069257760759	2.08231029675342	1.05157730486008	"upsig"	"upsig"	"upsig"	"upsig"
"14:65840001-65850000"	18.8928535892013	0	0	2.83005038055687	5.08949587670856	11.5260264520866	21.2316764439716	2.93948108164673	0.699830808903639	15.5335650135789	0	4.681149362603	0	11.5577065089464	0	10.4083423161045	27.332710147542	2.81669769376539	11.7307660160882	17.5983411803603	14.1603386473308	16.8271710012875	5.87765384336479	13.3630894690763	0.0334787636740741	0.0334787636741282	1.07565970409674	2.18462019120683	"upsig"	"upsig"	"upsig"	"upsig"
"14:65880001-65890000"	4.19841190871141	6.96903691742771	0	31.8380667812648	73.4341547925092	0	105.450659671726	20.5763675715271	111.273098615679	105.283051758702	4.38214367018701	0	15.3281782115312	22.3930563610836	0	74.3453022578891	1.3666355073771	155.622547580538	112.175450028843	44.7291171667492	66.0815803542105	208.236241140933	44.0824038252359	14.8478771878625	0.0483018099667952	0.0483018099668351	1.26276526151454	2.10806194987651	"upsig"	"upsig"	"upsig"	"upsig"
"14:66020001-66030000"	2.79894127247427	0	0	15.5652770930628	25.4474793835428	0	5.6617803850591	15.4322756786453	11.8971237513619	30.2041541930701	24.1017901860286	9.362298725206	5.36486237403591	31.7836928996025	0	17.8428725418934	21.8661681180336	18.308535009475	60.8533487084573	16.865076964512	34.9288353300827	29.4475492522531	147.67605281454	20.7870280630076	0.0184121270409505	0.0184121270409879	1.79013423328133	1.223765717722	"upsig"	"upsig"	"upsig"	"upsig"
"14:66110001-66120000"	0	2.09071107522831	0	5.66010076111375	5.08949587670856	20.1705462911516	27.6011793771631	40.4178648726426	0	6.90380667270174	7.30357278364502	0	13.795360390378	13.7247764793738	0	9.66488929352559	28.6993456549191	11.2667907750616	27.1273964122039	11.7322274535736	28.3206772946616	18.2294352513948	147.67605281454	187.083252567068	0.0223282317317371	0.022328231731773	2.4554468361631	2.26085094844135	"upsig"	"upsig"	"upsig"	"upsig"
"14:66400001-66410000"	0	5.57522953394217	2.83295508661335	19.8103526638981	5.81656671623836	0	19.8162313477069	2.93948108164673	0	29.3411783589824	10.225001897103	1.56038312086767	13.0289514798015	52.0096792902586	0	46.0940873998913	78.5815416741832	8.45009308129616	23.4615320321763	49.1287024618393	18.8804515297744	1.40226425010729	14.694134608412	140.312439425301	0.0170706666575384	0.0170706666575705	1.96229389163675	2.07319411649395	"upsig"	"upsig"	"upsig"	"upsig"
"14:66940001-66950000"	0	0	0	1.41502519027844	26.9016210626024	2.88150661302166	17.6930637033097	0	5.59864647122912	6.90380667270174	55.5071531557022	1.56038312086767	9.19690692691869	23.1154130178927	0	2.97381209031557	53.9821025413954	1.40834884688269	38.858162428292	27.1307759863889	44.3690610949699	16.1260388762338	96.981288415519	13.3630894690763	0.0224052145680101	0.0224052145680462	1.70623940925934	3.23503507593643	"upsig"	"upsig"	"upsig"	"upsig"
"14:67580001-67590000"	0	0	0	4.24507557083531	23.2662668649534	0	16.9853411551773	9.55331351535188	2.79932323561456	3.45190333635087	24.8321474643931	0	57.4806682932418	18.7812730770378	0	34.198839038629	0	26.7586280907712	38.1249895522865	12.4654916694219	77.4098512720751	21.0339637516094	30.8576826776651	165.553830644667	0.0203867411161307	0.0203867411161762	2.06927895001264	3.16016575336373	"upsig"	"upsig"	"upsig"	"upsig"
"14:67870001-67880000"	13.9947063623714	16.7256886018265	9.91534280314673	5.66010076111375	102.516988373701	79.961808511351	30.4320695696927	30.129681086879	67.1837576547494	24.1633233544561	38.7089357533186	0.780191560433833	1.53281782115312	23.8377696747018	0	10.4083423161045	0	12.6751396219442	50.5889284443802	95.3243480602852	42.4810159419925	177.386427638572	128.573677823605	135.858076268942	0.0367525556933269	0.0367525556933742	1.28913703966907	1.08557242112696	"upsig"	"upsig"	"upsig"	"upsig"
